transcript	gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
EKC21107	CGI_10004609	.	Pre	Post	1.44	DOWN	6.51	0.841499	
EKC34562	CGI_10021126	.	Pre	Post	1.55	DOWN	6.51	0.726658	
EKC40804	CGI_10026486	.	Pre	Post	1.74	UP	6.51	0.767052	
EKC42394	CGI_10017278	.	Pre	Post	1.30	UP	6.51	0.859397	
EKC42562	CGI_10023678	.	Pre	Post	1.69	DOWN	6.51	0.821699	
TCONS_00030746	XLOC_015038	CGI_10027819	Pre	Post	4.54	DOWN	6.51	0.590301	
TCONS_00036035	XLOC_017575	-	Pre	Post	7.88	UP	6.51	0.726053	
TCONS_00040270	XLOC_019830	CGI_10002461	Pre	Post	1.89	DOWN	6.51	0.912098	
TCONS_00057827	XLOC_027772	-	Pre	Post	3.38	UP	6.51	0.508889	
CUFF.15079.3	CGI_10022696	.	Pre	Post	2.90	DOWN	6.50	0.726658	
CUFF.1580.1	CGI_10028447	.	Pre	Post	55.28	UP	6.50	0.481509	
CUFF.18297.3	CGI_10028328	.	Pre	Post	2.24	DOWN	6.50	0.775119	
CUFF.19867.1	CGI_10008443	.	Pre	Post	1.25	DOWN	6.50	0.885834	
CUFF.21785.6	CGI_10019429	.	Pre	Post	1.60	UP	6.50	0.779806	
CUFF.24982.1	CGI_10007643	.	Pre	Post	5.44	UP	6.50	0.795456	
CUFF.25776.1	CGI_10017750	.	Pre	Post	1.55	DOWN	6.50	0.737749	
CUFF.25821.1	CGI_10014443	.	Pre	Post	1.28	UP	6.50	0.910579	
CUFF.26669.3	CGI_10011686	.	Pre	Post	1.24	DOWN	6.50	0.864926	
CUFF.27322.1	CGI_10020712	.	Pre	Post	1.25	UP	6.50	0.886354	
CUFF.27352.1	CGI_10017482	.	Pre	Post	3.05	UP	6.50	0.741645	
CUFF.5491.1	CGI_10014931	.	Pre	Post	1.44	UP	6.50	0.758716	
EKC33125	CGI_10010778	.	Pre	Post	1.21	DOWN	6.50	0.874778	
EKC43042	CGI_10018029	.	Pre	Post	2.00	DOWN	6.50	0.720791	
TCONS_00048817	XLOC_023779	-	Pre	Post	1.60	DOWN	6.50	0.916716	
TCONS_00049341	XLOC_024006	CGI_10006756	Pre	Post	1.09	UP	6.50	0.972082	
TCONS_00057822	XLOC_027767	-	Pre	Post	3.14	UP	6.50	0.726658	
TCONS_00060277	XLOC_028894	-	Pre	Post	1.35	DOWN	6.50	0.853664	
CUFF.14941.1	CGI_10020857	.	Pre	Post	4.94	DOWN	6.49	0.672589	
CUFF.19011.4	CGI_10006840	.	Pre	Post	1.92	DOWN	6.49	0.812353	
CUFF.21462.2	CGI_10014657	.	Pre	Post	1.28	UP	6.49	0.950021	
CUFF.23015.11	CGI_10022161	.	Pre	Post	1.38	DOWN	6.49	0.882864	
CUFF.27107.1	CGI_10025247	.	Pre	Post	3.38	DOWN	6.49	0.758158	
CUFF.27264.15	CGI_10006872	.	Pre	Post	2.28	UP	6.49	0.86304	
CUFF.4773.4	CGI_10003896	.	Pre	Post	3.36	UP	6.49	0.726658	
CUFF.9939.11	CGI_10006385	.	Pre	Post	1.70	DOWN	6.49	0.747801	
EKC35436	CGI_10022567	.	Pre	Post	1.45	UP	6.49	0.756288	
TCONS_00000813	XLOC_000718	-	Pre	Post	1.24	DOWN	6.49	0.91488	
TCONS_00022643	XLOC_011420	-	Pre	Post	8.11	DOWN	6.49	0.726658	
TCONS_00073176	XLOC_034831	tRNA-Gly	Pre	Post	1.83	UP	6.49	0.873328	
CUFF.1068.3	CGI_10001550	.	Pre	Post	2.49	UP	6.48	0.743638	
CUFF.25342.3	CGI_10026383	.	Pre	Post	1.73	DOWN	6.48	0.870623	
CUFF.25545.6	CGI_10020743	AOX	Pre	Post	1.40	DOWN	6.48	0.903464	
CUFF.3187.5	CGI_10011210	.	Pre	Post	1.11	DOWN	6.48	0.944222	
CUFF.4419.2	CGI_10008948	.	Pre	Post	2.37	UP	6.48	0.705929	
EKC34004	CGI_10008292	.	Pre	Post	1.04	UP	6.48	0.986349	
EKC37941	CGI_10025516	.	Pre	Post	1.77	DOWN	6.48	0.737749	
EKC40639	CGI_10018604	.	Pre	Post	3.04	DOWN	6.48	0.831924	
EKC42640	CGI_10009096	.	Pre	Post	1.21	UP	6.48	0.957498	
TCONS_00012722	XLOC_006570	-	Pre	Post	1.49	UP	6.48	0.896207	
TCONS_00034824	XLOC_016958	-	Pre	Post	1.53	DOWN	6.48	0.753624	
TCONS_00050014	XLOC_024299	CGI_10007209	Pre	Post	1.37	DOWN	6.48	0.959773	
TCONS_00075707	XLOC_036024	-	Pre	Post	4.32	DOWN	6.48	0.882865	
CUFF.10272.2	CGI_10014056	.	Pre	Post	2.32	DOWN	6.47	0.479316	
CUFF.1260.5	CGI_10028718	.	Pre	Post	1.05	UP	6.47	0.960407	
CUFF.1505.1	CGI_10025024	.	Pre	Post	1.15	UP	6.47	0.93682	
CUFF.23607.1	CGI_10017964	.	Pre	Post	1.78	UP	6.47	0.785301	
CUFF.5727.2	CGI_10003984	.	Pre	Post	2.74	UP	6.47	0.726658	
CUFF.8161.1	CGI_10023385	.	Pre	Post	1.54	UP	6.47	0.854342	
EKC20343	CGI_10006215	.	Pre	Post	4.70	UP	6.47	0.817357	
EKC38580	CGI_10025933	.	Pre	Post	2.15	UP	6.47	0.870686	
TCONS_00005582	XLOC_003224	-	Pre	Post	2.21	UP	6.47	0.715491	
TCONS_00007004	XLOC_003913	CGI_10015363	Pre	Post	3.07	DOWN	6.47	0.824252	
TCONS_00016137	XLOC_008307	-	Pre	Post	6.23	DOWN	6.47	0.385552	
CUFF.10722.3	CGI_10008268	.	Pre	Post	1.85	UP	6.46	0.706066	
CUFF.11000.7	CGI_10016684	.	Pre	Post	1.32	UP	6.46	0.919644	
CUFF.1206.4	CGI_10003689	.	Pre	Post	8.73	UP	6.46	0.719755	
CUFF.14005.1	CGI_10000879	.	Pre	Post	2.11	DOWN	6.46	0.759482	
CUFF.16456.4	CGI_10022073	.	Pre	Post	2.44	DOWN	6.46	0.790161	
CUFF.16763.2	CGI_10003753	.	Pre	Post	1.35	UP	6.46	0.84195	
CUFF.19051.1	CGI_10006975	.	Pre	Post	2.33	DOWN	6.46	0.748897	
CUFF.20002.2	CGI_10008932	.	Pre	Post	1.45	DOWN	6.46	0.895891	
CUFF.20308.3	CGI_10009746	.	Pre	Post	2.25	UP	6.46	0.765208	
CUFF.21085.2	CGI_10012177	.	Pre	Post	3.81	UP	6.46	0.525641	
CUFF.23651.3	CGI_10008754	.	Pre	Post	2.55	DOWN	6.46	0.755956	
CUFF.3622.5	CGI_10023808	.	Pre	Post	1783.01	DOWN	6.46	0.726658	
CUFF.7655.2	CGI_10012169	.	Pre	Post	3.20	DOWN	6.46	0.726658	
CUFF.9330.3	CGI_10014890	.	Pre	Post	126346.16	UP	6.46	0.732061	
CUFF.9668.1	CGI_10021327	.	Pre	Post	1.24	DOWN	6.46	0.905102	
EKC24239	CGI_10011289	.	Pre	Post	1.69	UP	6.46	0.726658	
EKC31813	CGI_10010203	.	Pre	Post	1.10	UP	6.46	0.93237	
EKC32932	CGI_10024723	.	Pre	Post	1.25	DOWN	6.46	0.845378	
EKC34501	CGI_10016269	.	Pre	Post	1.28	UP	6.46	0.858453	
TCONS_00012150	XLOC_006297	CGI_10027763	Pre	Post	2.22	DOWN	6.46	0.793506	
TCONS_00014045	XLOC_007239	-	Pre	Post	1.28	DOWN	6.46	0.835867	
TCONS_00021466	XLOC_010846	CGI_10012516	Pre	Post	3.35	UP	6.46	0.784844	
TCONS_00026957	XLOC_013441	-	Pre	Post	1.74	DOWN	6.46	0.758019	
TCONS_00054720	XLOC_026404	-	Pre	Post	2.46	UP	6.46	0.726658	
CUFF.12021.1	CGI_10026126	.	Pre	Post	6.14	UP	6.45	0.640709	
CUFF.13866.3	CGI_10020425	.	Pre	Post	3.72	DOWN	6.45	0.747912	
CUFF.16394.6	CGI_10026916	.	Pre	Post	1.71	DOWN	6.45	0.857173	
CUFF.19983.1	CGI_10008806	.	Pre	Post	2.12	DOWN	6.45	0.726658	
CUFF.2024.1	CGI_10009170	.	Pre	Post	1.00	UP	6.45	0.997771	
CUFF.21616.2	CGI_10016158	.	Pre	Post	1.72	UP	6.45	0.778657	
CUFF.21696.9	CGI_10017714	.	Pre	Post	1.71	DOWN	6.45	0.765346	
CUFF.23832.10	CGI_10006995	.	Pre	Post	10.01	DOWN	6.45	0.721924	
CUFF.3513.3	CGI_10003511	.	Pre	Post	1.56	UP	6.45	0.872927	
CUFF.4922.4	CGI_10027713	.	Pre	Post	2.49	UP	6.45	0.80461	
CUFF.6708.6	CGI_10014910	.	Pre	Post	1.82	DOWN	6.45	0.736768	
CUFF.7360.3	CGI_10000762	.	Pre	Post	1.26	DOWN	6.45	0.897787	
CUFF.7405.1	CGI_10017368	.	Pre	Post	20.83	UP	6.45	0.799144	
EKC35000	CGI_10023619	.	Pre	Post	1.50	DOWN	6.45	0.754772	
EKC35909	CGI_10024317	.	Pre	Post	1.40	DOWN	6.45	0.810752	
EKC42753	CGI_10021366	.	Pre	Post	2.24	DOWN	6.45	0.913919	
TCONS_00004793	XLOC_002832	-	Pre	Post	3.34	UP	6.45	0.714254	
TCONS_00074610	XLOC_035508	-	Pre	Post	1.29	DOWN	6.45	0.949206	
CUFF.11110.6	CGI_10013185	.	Pre	Post	1.61	DOWN	6.44	0.938871	
CUFF.12986.2	CGI_10018997	.	Pre	Post	2.77	DOWN	6.44	0.726658	
CUFF.13734.1	CGI_10000694	.	Pre	Post	2.86	DOWN	6.44	0.819478	
CUFF.16227.1	CGI_10003169	.	Pre	Post	1.27	UP	6.44	0.952299	
CUFF.18471.6	CGI_10005879	.	Pre	Post	2.97	DOWN	6.44	0.714254	
CUFF.19572.10	CGI_10007930	.	Pre	Post	1.03	UP	6.44	0.984751	
CUFF.21910.11	CGI_10007653	.	Pre	Post	22.69	UP	6.44	0.743388	
CUFF.22548.1	CGI_10024842	.	Pre	Post	1.38	UP	6.44	0.853438	
CUFF.4819.5	CGI_10010918	.	Pre	Post	7.87	DOWN	6.44	0.634463	
CUFF.5200.1	CGI_10019478	.	Pre	Post	2.05	UP	6.44	0.786138	
CUFF.8451.1	CGI_10021861	.	Pre	Post	1.76	UP	6.44	0.728981	
EKC17936	CGI_10000028	.	Pre	Post	3.49	UP	6.44	0.714254	
EKC21645	CGI_10003536	.	Pre	Post	1.06	DOWN	6.44	0.97173	
EKC22424	CGI_10002316	.	Pre	Post	1.01	DOWN	6.44	0.967654	
EKC25778	CGI_10007891	.	Pre	Post	2.60	UP	6.44	0.845547	
EKC30221	CGI_10020395	.	Pre	Post	2.60	DOWN	6.44	0.726658	
EKC30559	CGI_10005738	.	Pre	Post	37.73	UP	6.44	0.784244	
EKC35841	CGI_10019254	.	Pre	Post	1.39	DOWN	6.44	0.943439	
TCONS_00007743	XLOC_004279	-	Pre	Post	1.22	UP	6.44	0.944222	
TCONS_00009794	XLOC_005199	-	Pre	Post	4.33	DOWN	6.44	0.726658	
TCONS_00019417	XLOC_009892	CGI_10016854	Pre	Post	1.67	UP	6.44	0.726658	
TCONS_00048826	XLOC_023785	-	Pre	Post	2.40	UP	6.44	0.726658	
CUFF.26547.3	CGI_10016589	.	Pre	Post	1.84	DOWN	6.43	0.726658	
CUFF.28121.2	CGI_10006178	.	Pre	Post	2.27	UP	6.43	0.76725	
CUFF.3854.2	CGI_10025661	.	Pre	Post	1.58	UP	6.43	0.805562	
CUFF.5883.2	CGI_10020149	.	Pre	Post	1.17	DOWN	6.43	0.91048	
CUFF.6713.16	CGI_10014914	.	Pre	Post	1.25	UP	6.43	0.9437	
TCONS_00000833	XLOC_000734	-	Pre	Post	1.19	UP	6.43	0.923199	
TCONS_00013153	XLOC_006787	-	Pre	Post	2.24	UP	6.43	0.906548	
TCONS_00024557	XLOC_012335	-	Pre	Post	5.62	DOWN	6.43	0.726658	
TCONS_00027723	XLOC_013779	CGI_10003572	Pre	Post	2.53	UP	6.43	0.770171	
TCONS_00059875	XLOC_028734	CGI_10011202	Pre	Post	1.37	DOWN	6.43	0.797534	
CUFF.14089.2	CGI_10001004	.	Pre	Post	1.90	UP	6.42	0.769739	
CUFF.16070.4	CGI_10002947	.	Pre	Post	1.27	UP	6.42	0.898915	
CUFF.16725.5	CGI_10003628	.	Pre	Post	4.61	UP	6.42	0.814813	
CUFF.19656.2	CGI_10008123	.	Pre	Post	1.64	UP	6.42	0.793506	
CUFF.21458.11	CGI_10014654	.	Pre	Post	4.18	DOWN	6.42	0.714254	
CUFF.22929.9	CGI_10018644	.	Pre	Post	4.57	UP	6.42	0.825718	
CUFF.23015.13	CGI_10022161	.	Pre	Post	12.98	DOWN	6.42	0.824568	
CUFF.24440.4	CGI_10009903	.	Pre	Post	1.12	DOWN	6.42	0.949528	
CUFF.27799.5	CGI_10013451	.	Pre	Post	1.40	DOWN	6.42	0.905916	
CUFF.28431.3	CGI_10027692	.	Pre	Post	1.90	DOWN	6.42	0.870686	
CUFF.3828.7	CGI_10025634	.	Pre	Post	6.09	DOWN	6.42	0.731247	
CUFF.6440.1	CGI_10024885	.	Pre	Post	4.46	DOWN	6.42	0.726658	
CUFF.8820.2	CGI_10025608	.	Pre	Post	1.56	DOWN	6.42	0.854542	
CUFF.9369.2	CGI_10015638	.	Pre	Post	2.95	UP	6.42	0.731247	
EKC17407	CGI_10000893	.	Pre	Post	1.00	DOWN	6.42	0.994567	
EKC24567	CGI_10024350	.	Pre	Post	2.41	DOWN	6.42	0.892559	
EKC42085	CGI_10025251	.	Pre	Post	2.89	UP	6.42	0.344631	
TCONS_00013876	XLOC_007153	CGI_10022648	Pre	Post	1.60	UP	6.42	0.734836	
TCONS_00023605	XLOC_011866	-	Pre	Post	1.15	UP	6.42	0.932735	
CUFF.10212.1	CGI_10003631	.	Pre	Post	3.29	UP	6.41	0.491159	
CUFF.13112.1	CGI_10017030	.	Pre	Post	1.48	UP	6.41	0.807112	
CUFF.14860.1	CGI_10013017	.	Pre	Post	2.11	DOWN	6.41	0.600449	
CUFF.15557.6	CGI_10019495	.	Pre	Post	1.38	DOWN	6.41	0.842114	
CUFF.16011.5	CGI_10012692	.	Pre	Post	2.08	UP	6.41	0.785011	
CUFF.18237.1	CGI_10005732	.	Pre	Post	2.75	DOWN	6.41	0.717744	
CUFF.18345.1	CGI_10028386	.	Pre	Post	1.57	DOWN	6.41	0.779109	
CUFF.18922.2	CGI_10006699	.	Pre	Post	2.94	DOWN	6.41	0.714254	
CUFF.21063.3	CGI_10012107	.	Pre	Post	5.60	UP	6.41	0.862465	
CUFF.22878.6	CGI_10019276	.	Pre	Post	2.49	DOWN	6.41	0.734552	
CUFF.2393.3	CGI_10022115	.	Pre	Post	1.22	UP	6.41	0.884169	
CUFF.24630.6	CGI_10012729	.	Pre	Post	3.11	DOWN	6.41	0.855245	
CUFF.27674.11	CGI_10022178	.	Pre	Post	1.64	DOWN	6.41	0.867833	
CUFF.28243.5	CGI_10019176	.	Pre	Post	1.39	DOWN	6.41	0.958371	
CUFF.28520.1	CGI_10006834	.	Pre	Post	1.81	DOWN	6.41	0.726658	
CUFF.4115.2	CGI_10011877	.	Pre	Post	1.84	DOWN	6.41	0.721924	
CUFF.874.2	CGI_10000903	.	Pre	Post	1.55	DOWN	6.41	0.767076	
CUFF.9336.4	CGI_10010518	.	Pre	Post	1.04	DOWN	6.41	0.982897	
EKC32957	CGI_10006088	.	Pre	Post	8.21	DOWN	6.41	0.74657	
TCONS_00013053	XLOC_006725	CGI_10012989	Pre	Post	2.20	UP	6.41	0.735877	
TCONS_00015641	XLOC_008034	-	Pre	Post	5.62	DOWN	6.41	0.726658	
TCONS_00016049	XLOC_008266	CGI_10024890	Pre	Post	2.30	DOWN	6.41	0.724984	
TCONS_00019978	XLOC_010140	-	Pre	Post	2.12	UP	6.41	0.726658	
TCONS_00035240	XLOC_017177	-	Pre	Post	3.16	UP	6.41	0.770555	
TCONS_00063945	XLOC_030574	-	Pre	Post	1.85	DOWN	6.41	0.754527	
TCONS_00065688	XLOC_031361	-	Pre	Post	2.25	UP	6.41	0.740987	
TCONS_00066563	XLOC_031791	-	Pre	Post	2.19	DOWN	6.41	0.726658	
CUFF.10091.1	CGI_10019916	.	Pre	Post	2.43	UP	6.40	0.713421	
CUFF.1273.1	CGI_10028732	.	Pre	Post	1.10	UP	6.40	0.925614	
CUFF.12761.5	CGI_10027901	.	Pre	Post	1.70	DOWN	6.40	0.884173	
CUFF.1452.1	CGI_10024977	.	Pre	Post	8.05	DOWN	6.40	0.726658	
CUFF.17629.2	CGI_10004656	.	Pre	Post	10.56	DOWN	6.40	0.726658	
CUFF.18217.4	CGI_10005678	.	Pre	Post	11.74	UP	6.40	0.714254	
CUFF.21818.1	CGI_10019451	.	Pre	Post	2.55	DOWN	6.40	0.872439	
CUFF.22684.1	CGI_10012934	.	Pre	Post	11.89	UP	6.40	0.353628	
CUFF.24445.1	CGI_10005590	.	Pre	Post	1.14	UP	6.40	0.931121	
CUFF.24495.4	CGI_10016337	.	Pre	Post	3.38	UP	6.40	0.714254	
CUFF.3087.4	CGI_10021402	.	Pre	Post	5046.75	UP	6.40	0.726658	
CUFF.3910.4	CGI_10014603	.	Pre	Post	7.18	UP	6.40	0.736229	
EKC32008	CGI_10008538	.	Pre	Post	1.83	DOWN	6.40	0.716248	
EKC39308	CGI_10024476	.	Pre	Post	3.04	DOWN	6.40	0.736229	
TCONS_00002014	XLOC_001542	-	Pre	Post	2.52	DOWN	6.40	0.714254	
TCONS_00007542	XLOC_004174	-	Pre	Post	1.08	DOWN	6.40	0.946849	
TCONS_00018433	XLOC_009439	-	Pre	Post	1.25	UP	6.40	0.911728	
TCONS_00057515	XLOC_027625	-	Pre	Post	2.25	UP	6.40	0.892671	
TCONS_00065605	XLOC_031320	-	Pre	Post	2.82	DOWN	6.40	0.435497	
CUFF.10128.1	CGI_10001530	.	Pre	Post	2.12	UP	6.39	0.786326	
CUFF.10771.3	CGI_10006426	.	Pre	Post	1.35	UP	6.39	0.840709	
CUFF.17607.2	CGI_10020636	.	Pre	Post	10.52	UP	6.39	0.714254	
CUFF.17703.5	CGI_10004801	.	Pre	Post	5.93	DOWN	6.39	0.784844	
CUFF.19328.2	CGI_10007380	.	Pre	Post	1.33	UP	6.39	0.881644	
CUFF.20357.2	CGI_10027091	.	Pre	Post	2.20	DOWN	6.39	0.768575	
CUFF.2496.2	CGI_10024527	.	Pre	Post	2.10	UP	6.39	0.794125	
CUFF.25507.2	CGI_10023302	.	Pre	Post	1.25	DOWN	6.39	0.882865	
CUFF.25709.2	CGI_10020098	.	Pre	Post	3.22	UP	6.39	0.472514	
CUFF.27306.8	CGI_10020698	.	Pre	Post	4.45	UP	6.39	0.726658	
CUFF.27332.1	CGI_10011234	.	Pre	Post	2.11	UP	6.39	0.491357	
CUFF.28101.5	CGI_10010191	.	Pre	Post	2.23	UP	6.39	0.726658	
CUFF.2850.1	CGI_10010648	.	Pre	Post	1.06	DOWN	6.39	0.975918	
CUFF.3874.5	CGI_10025680	.	Pre	Post	3.02	DOWN	6.39	0.897787	
CUFF.5849.2	CGI_10007049	.	Pre	Post	1.38	UP	6.39	0.885775	
CUFF.5854.2	CGI_10020126	.	Pre	Post	1.55	DOWN	6.39	0.806281	
CUFF.6860.5	CGI_10028683	.	Pre	Post	5.97	UP	6.39	0.726658	
CUFF.9640.1	CGI_10008261	.	Pre	Post	2.16	DOWN	6.39	0.726658	
EKC20444	CGI_10006019	.	Pre	Post	4.47	UP	6.39	0.717812	
EKC33818	CGI_10003695	.	Pre	Post	1.63	UP	6.39	0.755274	
EKC43143	CGI_10021158	.	Pre	Post	6.04	DOWN	6.39	0.237627	
TCONS_00001729	XLOC_001371	CGI_10001094	Pre	Post	1.18	DOWN	6.39	0.912615	
TCONS_00008398	XLOC_004561	-	Pre	Post	2.43	DOWN	6.39	0.771259	
TCONS_00013369	XLOC_006895	CGI_10008058	Pre	Post	3.22	UP	6.39	0.726658	
TCONS_00022206	XLOC_011202	-	Pre	Post	1.08	DOWN	6.39	0.959791	
TCONS_00043311	XLOC_021290	-	Pre	Post	2.83	UP	6.39	0.739382	
TCONS_00046260	XLOC_022652	-	Pre	Post	9.54	UP	6.39	0.783573	
TCONS_00050201	XLOC_024371	-	Pre	Post	4.12	UP	6.39	0.726658	
TCONS_00054658	XLOC_026376	-	Pre	Post	2.27	UP	6.39	0.714254	
CUFF.1162.2	CGI_10026446	.	Pre	Post	2.37	DOWN	6.38	0.878983	
CUFF.13476.3	CGI_10027278	.	Pre	Post	3.98	UP	6.38	0.726658	
CUFF.13774.2	CGI_10026589	.	Pre	Post	3.09	UP	6.38	0.779966	
CUFF.13936.1	CGI_10010069	.	Pre	Post	1.41	UP	6.38	0.802704	
CUFF.16091.1	CGI_10020453	.	Pre	Post	4.91	UP	6.38	0.387011	
CUFF.22669.1	CGI_10015777	.	Pre	Post	2.38	DOWN	6.38	0.726658	
CUFF.22718.8	CGI_10027502	.	Pre	Post	1.65	DOWN	6.38	0.828746	
CUFF.24165.1	CGI_10027611	.	Pre	Post	1.08	UP	6.38	0.963831	
CUFF.4062.5	CGI_10024267	.	Pre	Post	1.25	DOWN	6.38	0.887662	
CUFF.5279.2	CGI_10014341	.	Pre	Post	24.97	DOWN	6.38	0.617094	
CUFF.5701.2	CGI_10015664	.	Pre	Post	1.52	UP	6.38	0.791441	
CUFF.8294.2	CGI_10014103	.	Pre	Post	2.28	UP	6.38	0.72499	
EKC26405	CGI_10016843	.	Pre	Post	3.18	UP	6.38	0.765605	
TCONS_00003001	XLOC_001992	-	Pre	Post	1.24	DOWN	6.38	0.960412	
TCONS_00022749	XLOC_011484	-	Pre	Post	2.23	DOWN	6.38	0.748664	
TCONS_00036171	XLOC_017655	-	Pre	Post	2.32	UP	6.38	0.726658	
TCONS_00069076	XLOC_032976	-	Pre	Post	1.21	DOWN	6.38	0.936625	
TCONS_00071869	XLOC_034263	-	Pre	Post	1.18	UP	6.38	0.946849	
CUFF.14692.5	CGI_10022610	.	Pre	Post	1.58	UP	6.37	0.838222	
CUFF.17122.2	CGI_10003993	.	Pre	Post	2.39	UP	6.37	0.677363	
CUFF.2074.2	CGI_10012967	.	Pre	Post	1.42	UP	6.37	0.886462	
CUFF.21076.1	CGI_10012115	.	Pre	Post	1.94	DOWN	6.37	0.714254	
CUFF.21566.1	CGI_10015579	.	Pre	Post	1.39	UP	6.37	0.942448	
CUFF.22523.1	CGI_10024815	.	Pre	Post	2.06	UP	6.37	0.726658	
CUFF.27184.3	CGI_10021136	.	Pre	Post	1.52	DOWN	6.37	0.921137	
CUFF.8536.1	CGI_10015323	.	Pre	Post	1.26	UP	6.37	0.937452	
TCONS_00012458	XLOC_006437	-	Pre	Post	1.61	UP	6.37	0.916965	
TCONS_00021904	XLOC_011050	-	Pre	Post	2.76	UP	6.37	0.726658	
TCONS_00022255	XLOC_011220	-	Pre	Post	1.87	UP	6.37	0.779966	
TCONS_00031390	XLOC_015312	-	Pre	Post	1.35	UP	6.37	0.827223	
TCONS_00069504	XLOC_033145	-	Pre	Post	1.15	DOWN	6.37	0.930391	
CUFF.11885.5	CGI_10027858	.	Pre	Post	3.42	DOWN	6.36	0.773205	
CUFF.1455.4	CGI_10024980	.	Pre	Post	4.50	UP	6.36	0.856074	
CUFF.1466.4	CGI_10024994	.	Pre	Post	1.31	UP	6.36	0.887091	
CUFF.18543.7	CGI_10006003	.	Pre	Post	1.21	UP	6.36	0.957873	
CUFF.2301.1	CGI_10016530	.	Pre	Post	2.43	UP	6.36	0.798411	
CUFF.5311.1	CGI_10015800	.	Pre	Post	4.30	DOWN	6.36	0.726658	
CUFF.543.1	CGI_10000348	.	Pre	Post	3.54	UP	6.36	0.582891	
CUFF.6248.2	CGI_10002214	.	Pre	Post	3.43	UP	6.36	0.501769	
CUFF.9512.1	CGI_10018259	.	Pre	Post	3.53	UP	6.36	0.726658	
EKC20119	CGI_10006792	.	Pre	Post	3.07	UP	6.36	0.7544	
EKC21735	CGI_10003390	.	Pre	Post	4.55	DOWN	6.36	0.735877	
TCONS_00000577	XLOC_000522	-	Pre	Post	2.36	DOWN	6.36	0.726658	
TCONS_00003977	XLOC_002433	CGI_10028584	Pre	Post	6.48	UP	6.36	0.708294	
TCONS_00007103	XLOC_003964	-	Pre	Post	1.91	DOWN	6.36	0.787788	
TCONS_00020518	XLOC_010378	-	Pre	Post	1.23	UP	6.36	0.893043	
TCONS_00038507	XLOC_018918	-	Pre	Post	3.32	DOWN	6.36	0.714254	
TCONS_00038530	XLOC_018929	-	Pre	Post	2.50	UP	6.36	0.726658	
TCONS_00039229	XLOC_019251	-	Pre	Post	1.37	UP	6.36	0.801732	
TCONS_00061223	XLOC_029342	-	Pre	Post	2.26	DOWN	6.36	0.922013	
TCONS_00062645	XLOC_029959	-	Pre	Post	2.18	DOWN	6.36	0.810752	
TCONS_00067790	XLOC_032383	-	Pre	Post	2.46	DOWN	6.36	0.560045	
TCONS_00073192	XLOC_034841	-	Pre	Post	1.29	UP	6.36	0.805266	
TCONS_00074683	XLOC_035530	-	Pre	Post	1.41	UP	6.36	0.84316	
CUFF.13019.1	CGI_10024460	.	Pre	Post	1.91	UP	6.35	0.788076	
CUFF.17058.13	CGI_10003954	.	Pre	Post	2.93	DOWN	6.35	0.72792	
CUFF.17195.1	CGI_10004081	.	Pre	Post	1.96	UP	6.35	0.721924	
CUFF.18797.4	CGI_10006399	.	Pre	Post	2.29	DOWN	6.35	0.808361	
CUFF.2200.2	CGI_10025068	.	Pre	Post	1.55	DOWN	6.35	0.726658	
CUFF.26249.2	CGI_10014195	.	Pre	Post	4.81	UP	6.35	0.563466	
CUFF.4143.1	CGI_10019739	.	Pre	Post	2.64	DOWN	6.35	0.689195	
CUFF.5037.1	CGI_10023772	.	Pre	Post	1.58	DOWN	6.35	0.862297	
CUFF.5217.8	CGI_10009088	.	Pre	Post	1.77	DOWN	6.35	0.779966	
CUFF.5618.7	CGI_10023939	.	Pre	Post	2.15	DOWN	6.35	0.726658	
CUFF.6740.3	CGI_10012069	.	Pre	Post	8.36	DOWN	6.35	0.726658	
EKC20200	CGI_10006572	.	Pre	Post	2.06	UP	6.35	0.7166	
EKC30581	CGI_10017259	.	Pre	Post	1.70	UP	6.35	0.726658	
EKC34212	CGI_10018455	.	Pre	Post	1.94	DOWN	6.35	0.864926	
EKC39030	CGI_10010332	.	Pre	Post	1.10	DOWN	6.35	0.93491	
EKC40402	CGI_10007037	.	Pre	Post	3.04	UP	6.35	0.571301	
EKC41800	CGI_10026418	.	Pre	Post	1.30	DOWN	6.35	0.845979	
EKC42802	CGI_10015929	.	Pre	Post	4.77	UP	6.35	0.398195	
TCONS_00000156	XLOC_000155	-	Pre	Post	1.43	UP	6.35	0.838222	
TCONS_00005849	XLOC_003338	-	Pre	Post	3.55	DOWN	6.35	0.733207	
TCONS_00014911	XLOC_007666	-	Pre	Post	1.86	UP	6.35	0.735877	
TCONS_00033435	XLOC_016272	CGI_10020040	Pre	Post	6.90	UP	6.35	0.714254	
TCONS_00073451	XLOC_034964	-	Pre	Post	308.47	UP	6.35	0.753624	
CUFF.12955.6	CGI_10005546	.	Pre	Post	2.24	UP	6.34	0.869537	
CUFF.18678.3	CGI_10006248	.	Pre	Post	1.21	DOWN	6.34	0.939885	
CUFF.21288.1	CGI_10013669	.	Pre	Post	1.28	UP	6.34	0.846089	
CUFF.22304.1	CGI_10027212	.	Pre	Post	1.54	DOWN	6.34	0.846157	
CUFF.23736.1	CGI_10016146	.	Pre	Post	16.15	UP	6.34	0.726658	
