ContigID	GOSlim_bin
contig108923	developmental processes
contig185296_196413	protein metabolism
contig151065	other biological processes
contig65911	other metabolic processes
contig77362	cell organization and biogenesis
contig146570_76786	transport
contig187377	other biological processes
contig110340	other metabolic processes
contig81023	other biological processes
contig125225_155653_73455_111749_116867	cell-cell signaling
contig176668	cell organization and biogenesis
contig73966	other biological processes
contig75643	other metabolic processes
contig600079	other metabolic processes
contig205889	RNA metabolism
contig77097	other biological processes
contig170958_77189_2712_147679	cell adhesion
contig56902	signal transduction
contig106980	RNA metabolism
contig182359	other metabolic processes
contig5372	cell organization and biogenesis
contig147309	developmental processes
contig203503	transport
contig194827	cell organization and biogenesis
contig212319	other biological processes
contig105052	other biological processes
contig177719	other metabolic processes
contig116816	other biological processes
contig71967	RNA metabolism
contig109931_171953	death
contig148538	other biological processes
contig218623_23881	RNA metabolism
contig60120_186654_112890_114515	other metabolic processes
contig155393	signal transduction
contig211944	cell organization and biogenesis
contig99022	RNA metabolism
contig155597	developmental processes
contig69840	stress response
contig54867	stress response
contig209497	other metabolic processes
contig88140	signal transduction
contig130602	protein metabolism
contig147916	cell cycle and proliferation
contig209855_106161	other metabolic processes
contig111558	developmental processes
contig181277	other biological processes
contig156306	cell cycle and proliferation
contig108546	other metabolic processes
contig178000	stress response
contig105229_109281_150296_116264_147348	cell cycle and proliferation
contig107716	signal transduction
contig158145	other metabolic processes
contig204445_176332	other biological processes
contig72436	protein metabolism
contig82008	other biological processes
contig205297_113788_138980	other biological processes
contig203932	other biological processes
contig145800_170421	cell organization and biogenesis
contig112182	other biological processes
contig76933	other biological processes
contig147074	other metabolic processes
contig175646	protein metabolism
contig70006	transport
contig145829_189950	developmental processes
contig80725	other biological processes
contig129248_65207	other biological processes
contig110381_168039	signal transduction
contig13164	protein metabolism
contig147436	protein metabolism
contig108422_106981	other metabolic processes
contig137700	cell-cell signaling
contig59244	RNA metabolism
contig81746	developmental processes
contig150866	transport
contig133050_51574	stress response
contig111247	protein metabolism
contig174254	signal transduction
contig111419	protein metabolism
contig69429	transport
contig152048_210873_207983	stress response
contig47404_177640_159949	other metabolic processes
contig110954	signal transduction
contig25923_179388	DNA metabolism
contig209563	protein metabolism
contig105058	other metabolic processes
contig94164	transport
contig96721	developmental processes
contig23114	other metabolic processes
contig140499	other biological processes
contig72917_1464_107430	transport
contig150257	other metabolic processes
contig151785_170434	other metabolic processes
contig155759_107944	cell cycle and proliferation
contig82131	other metabolic processes
contig179908_69486	protein metabolism
contig20050	RNA metabolism
contig212549_26095	developmental processes
contig14330	stress response
contig83180	other metabolic processes
contig111455	other metabolic processes
contig203411	death
contig117743	DNA metabolism
contig156747	cell organization and biogenesis
contig76468	cell organization and biogenesis
contig94357	cell organization and biogenesis
contig210807	death
contig215279_149015	other metabolic processes
contig112815_159928	transport
contig104924_181273	developmental processes
contig213602	RNA metabolism
contig146788_211999	RNA metabolism
contig94068	other metabolic processes
contig156026	RNA metabolism
