ContigID	term	GOSlim_bin	aspect	ProteinName
Haliotis_kam_contig475	ATP hydrolysis coupled proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig4915	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit)
Haliotis_kam_contig614	ATP hydrolysis coupled proton transport	transport	P	"ATP synthase subunit alpha, mitochondrial"
Haliotis_kam_contig6266	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase subunit E3 (V-ATPase subunit E3) (Vacuolar H(+)-ATPase subunit E isoform 3) (Vacuolar proton pump subunit E3)
Haliotis_kam_contig7004	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit)
Haliotis_kam_contig7085	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 3.6.3.14) (V-ATPase 69 kDa subunit) (Vacuolar proton pump subunit alpha)
Haliotis_kam_contig7545	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase subunit d (V-ATPase subunit d) (DVA41) (V-ATPase 41 kDa accessory protein) (Vacuolar proton pump subunit d)
Haliotis_kam_contig7598	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F) (Fragment)
Haliotis_kam_contig8000	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase subunit F (V-ATPase subunit F) (Vacuolar proton pump subunit F)
Haliotis_kam_contig8496	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit)
Haliotis_kam_contig89	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase subunit e 2 (V-ATPase subunit e 2) (Vacuolar proton pump subunit e 2)
Haliotis_kam_contig914	ATP hydrolysis coupled proton transport	transport	P	"ATP synthase lipid-binding protein, mitochondrial (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)"
Haliotis_kam_contig1029	proton transport	transport	P	"ATP synthase subunit g, mitochondrial (ATPase subunit g)"
Haliotis_kam_contig1343	proton transport	transport	P	"ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)"
Haliotis_kam_contig16	proton transport	transport	P	ATP synthase subunit a (F-ATPase protein 6)
Haliotis_kam_contig1644	proton transport	transport	P	"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)"
Haliotis_kam_contig1766	proton transport	transport	P	Putative K(+)-stimulated pyrophosphate-energized sodium pump (EC 3.6.1.1) (Membrane-bound sodium-translocating pyrophosphatase) (Pyrophosphate-energized inorganic pyrophosphatase) (Na(+)-PPase)
Haliotis_kam_contig1779	proton transport	transport	P	"ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)"
Haliotis_kam_contig1862	proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig2164	proton transport	transport	P	"ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (OSCP)"
Haliotis_kam_contig2381	proton transport	transport	P	"Putative ATP synthase subunit f, mitochondrial"
Haliotis_kam_contig2703	proton transport	transport	P	V-type proton ATPase 21 kDa proteolipid subunit (V-ATPase 21 kDa proteolipid subunit) (23 kDa subunit of V-ATPase) (Vacuolar proton pump 21 kDa proteolipid subunit)
Haliotis_kam_contig3230	proton transport	transport	P	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
Haliotis_kam_contig3446	proton transport	transport	P	"ATP synthase subunit alpha, mitochondrial"
Haliotis_kam_contig3658	proton transport	transport	P	"ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)"
Haliotis_kam_contig411	proton transport	transport	P	V-type proton ATPase subunit G (V-ATPase subunit G) (V-ATPase 13 kDa subunit) (Vacuolar proton pump subunit G)
Haliotis_kam_contig4136	proton transport	transport	P	"ATP synthase subunit b, mitochondrial (ATPase subunit b) (FO-ATP synthase subunit b)"
Haliotis_kam_contig4394	proton transport	transport	P	ATP synthase subunit a (F-ATPase protein 6)
Haliotis_kam_contig4507	proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14) (Fragment)"
Haliotis_kam_contig475	proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig4915	proton transport	transport	P	V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit)
Haliotis_kam_contig6123	proton transport	transport	P	"ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)"
Haliotis_kam_contig614	proton transport	transport	P	"ATP synthase subunit alpha, mitochondrial"
Haliotis_kam_contig6266	proton transport	transport	P	V-type proton ATPase subunit E3 (V-ATPase subunit E3) (Vacuolar H(+)-ATPase subunit E isoform 3) (Vacuolar proton pump subunit E3)
Haliotis_kam_contig7004	proton transport	transport	P	V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit)
Haliotis_kam_contig7085	proton transport	transport	P	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 3.6.3.14) (V-ATPase 69 kDa subunit) (Vacuolar proton pump subunit alpha)
Haliotis_kam_contig7545	proton transport	transport	P	V-type proton ATPase subunit d (V-ATPase subunit d) (DVA41) (V-ATPase 41 kDa accessory protein) (Vacuolar proton pump subunit d)
Haliotis_kam_contig7598	proton transport	transport	P	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F) (Fragment)
Haliotis_kam_contig7856	proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14) (Fragment)"
Haliotis_kam_contig8000	proton transport	transport	P	V-type proton ATPase subunit F (V-ATPase subunit F) (Vacuolar proton pump subunit F)
Haliotis_kam_contig8496	proton transport	transport	P	V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit)
Haliotis_kam_contig872	proton transport	transport	P	"ATP synthase subunit d, mitochondrial (ATPase subunit d)"
Haliotis_kam_contig89	proton transport	transport	P	V-type proton ATPase subunit e 2 (V-ATPase subunit e 2) (Vacuolar proton pump subunit e 2)
Haliotis_kam_contig914	proton transport	transport	P	"ATP synthase lipid-binding protein, mitochondrial (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)"
Haliotis_kam_contig102	viral reproduction	other biological processes	P	60S ribosomal protein L21
Haliotis_kam_contig1537	viral reproduction	other biological processes	P	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)
Haliotis_kam_contig281	viral reproduction	other biological processes	P	60S ribosomal protein L18a
Haliotis_kam_contig3043	viral reproduction	other biological processes	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig3969	viral reproduction	other biological processes	P	"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6)"
Haliotis_kam_contig464	viral reproduction	other biological processes	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig5448	viral reproduction	other biological processes	P	Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1)
Haliotis_kam_contig5602	viral reproduction	other biological processes	P	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)
Haliotis_kam_contig58	viral reproduction	other biological processes	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig5900	viral reproduction	other biological processes	P	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)
Haliotis_kam_contig6334	viral reproduction	other biological processes	P	Non-structural polyprotein pORF1 [Includes: Methyltransferase (EC 2.1.1.-) (EC 2.7.7.-); Putative papain-like cysteine protease (PLP) (EC 3.4.22.-); NTPase/helicase (EC 3.6.4.-); RNA-directed RNA polymerase (RdRp) (EC 2.7.7.48)]
Haliotis_kam_contig7700	viral reproduction	other biological processes	P	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))
Haliotis_kam_contig84	viral reproduction	other biological processes	P	60S ribosomal protein L12
Haliotis_kam_contig116	lipid catabolic process	other metabolic processes	P	Peroxiredoxin-6 (EC 1.11.1.15)
Haliotis_kam_contig3586	lipid catabolic process	other metabolic processes	P	Phospholipase A2 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (allergen Bom p 1)
Haliotis_kam_contig6404	lipid catabolic process	other metabolic processes	P	Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.-) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (EC 1.11.1.9) (Red blood cells page spot 12)
Haliotis_kam_contig6762	lipid catabolic process	other metabolic processes	P	Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.-) (Antioxidant protein 2) (Ciliary body glutathione peroxidase) (Non-selenium glutathione peroxidase) (NSGPx) (EC 1.11.1.9) (PHGPx)
Haliotis_kam_contig1189	Wnt receptor signaling pathway	signal transduction	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig4083	Wnt receptor signaling pathway	signal transduction	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig6389	Wnt receptor signaling pathway	signal transduction	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig102	RNA metabolic process	RNA metabolism	P	60S ribosomal protein L21
Haliotis_kam_contig1030	RNA metabolic process	RNA metabolism	P	A-kinase anchor protein 7 isoform gamma (AKAP-7 isoform gamma) (A-kinase anchor protein 18 kDa) (AKAP 18) (Protein kinase A-anchoring protein 7 isoform gamma) (PRKA7 isoform gamma)
Haliotis_kam_contig1537	RNA metabolic process	RNA metabolism	P	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)
Haliotis_kam_contig268	RNA metabolic process	RNA metabolism	P	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
Haliotis_kam_contig281	RNA metabolic process	RNA metabolism	P	60S ribosomal protein L18a
Haliotis_kam_contig3043	RNA metabolic process	RNA metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig464	RNA metabolic process	RNA metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig5437	RNA metabolic process	RNA metabolism	P	Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A)
Haliotis_kam_contig5602	RNA metabolic process	RNA metabolism	P	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)
Haliotis_kam_contig5604	RNA metabolic process	RNA metabolism	P	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)
Haliotis_kam_contig58	RNA metabolic process	RNA metabolism	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig5900	RNA metabolic process	RNA metabolism	P	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)
Haliotis_kam_contig6423	RNA metabolic process	RNA metabolism	P	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
Haliotis_kam_contig6863	RNA metabolic process	RNA metabolism	P	Eukaryotic translation initiation factor 5 (eIF-5)
Haliotis_kam_contig7700	RNA metabolic process	RNA metabolism	P	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))
Haliotis_kam_contig84	RNA metabolic process	RNA metabolism	P	60S ribosomal protein L12
Haliotis_kam_contig102	mRNA metabolic process	RNA metabolism	P	60S ribosomal protein L21
Haliotis_kam_contig1537	mRNA metabolic process	RNA metabolism	P	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)
Haliotis_kam_contig2010	mRNA metabolic process	RNA metabolism	P	CCAAT/enhancer-binding protein gamma (C/EBP gamma) (Granulocyte colony-stimulating factor promoter element 1-binding protein) (GPE1-BP) (GPE1-binding protein) (Immunoglobulin enhancer-binding protein 1) (IG/EBP-1)
Haliotis_kam_contig268	mRNA metabolic process	RNA metabolism	P	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
Haliotis_kam_contig281	mRNA metabolic process	RNA metabolism	P	60S ribosomal protein L18a
Haliotis_kam_contig3043	mRNA metabolic process	RNA metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig464	mRNA metabolic process	RNA metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig5602	mRNA metabolic process	RNA metabolism	P	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)
Haliotis_kam_contig58	mRNA metabolic process	RNA metabolism	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig5900	mRNA metabolic process	RNA metabolism	P	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)
Haliotis_kam_contig6423	mRNA metabolic process	RNA metabolism	P	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
